TR04CUX02 Apertura,Trámites DNI,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-alfafc@gmail.com-1536688610268
CU01CUX02 MALBA,MALBA,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1571671512893
TR03CUX09 Aceites vegetales usados,REGOTAVU: Aceites,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1561564742625
AM04CUX02 Apertura,Jardín Botánico,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1557758234806
SA00CUX01 Superapertura,Salud en la Ciudad,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1544541297041
MO08CUX03 Apertura,TelePASE 🚘,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1597319264618
TR01CUX20 Apertura,Faltas documentales,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-9efoel665f@b.m-1642429941199
EDU02CUX01 Apertura,Curso sobre IA,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-gyiokx7kjr@b.m-1647886429538
CO13CUX01 Apertura,Conocé BA,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-cax22ajffv@b.m-1680201471970
SA01CUX06  Mi esquema,Mi esquema COVID-19,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-xh7x66fsip@b.m-1659381250274
DH09CUX01 Casas de niños y adoles,Desarrollo infantil,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1558017075592
TR03CUX17 Carriles exclusivos Av. Corrientes,Carril Av Corrientes,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-jsu24ebv1n@b.m-1627920542627
"Apertura Clausura, obra o ascensor",Trámite por clausura,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-rodrigo@botmaker.io-1548248276712
TU04CUX01 No le gustó el plan,null,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ctzo900g7w@b.m-1693569928352
IN01CUX02 - Scoring Apertura,Scoring licencias 🚗,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-uyly04pikq@b.m-1665065565225
CIU05CUX03 Parque Chacabuco,Parque Chacabuco,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-a849e445460a871@bm.com-1638295865860
SA08CUX02 Apertura,Donación de órganos,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-6h9b6t6vxy@b.m-1659555618381
Grabado de Autopartes de un vehículo,Grabado automotor,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-fernando@botmaker.com-1535864819164-3655
CIU03CUX01 Apertura,Transparencia GCBA,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-8178032b4f3a092@bm.com-1679338032314
EDU02CUX04 Apertura,Codo a codo 💻,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1558467480961
EDU03CUX07 Apertura,Inscripción docente,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-oywtwlt6ga@b.m-1661538744944
SE03CUX01 Apertura,Vecinos en alerta,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1568210450085
TR03CUX09 Sitios contaminados,Sitios contaminados,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1566827797846
CU06CAT01 Apertura,Chat con Diversidad,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-dstnnkoxzg@b.m-1690813347375
SA05CUX01 Escucha Activa,Escucha Activa ☎️,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-no1jbxapk3@b.m-1673980425897
MO06CUX02 Cómo usar Ecobici,Cómo usar Ecobici,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-u5hidhjnys@b.m-1659547913189
¿Cómo saco un turno para el trámite MAP Público - Chequeo de Inicios (APRA)?,MAP Público,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-fernando@botmaker.com-1536001582396-5805
ED00CUX01 Docentes,Docentes,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-cs966zmx2n@b.m-1653662665912
TU01CUX01 Trabajo en turismo,Trabajo en Turismo,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-0db5fab4456801f@bm.com-1633120959745
AM02CUX02 Apertura,Olas de calor ☀️,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1575402518022
Apertura | Fotocopia de Documentación Archivada,Copia documentos DNI,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1572033570979
EDU04CUX24 Apertura,Plan 54 Escuelas,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1556068719767
SUA01CUX06 Apertura,Arreglo de vereda,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-agustin@botmaker.io-1599232113944
TR03CUX08 Solicitud de libre deuda para desarrollar actividad comercial,Libre deuda comercio,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-vfnuzmcp0a@b.m-1627928081347
CIU05CUX03 Versalles,Barrio de Versalles,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-de46ec78467af3d@bm.com-1638457220256
Inicio y seguimiento de expedientes y actuaciones,Seguir un expediente,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1574800059211
TR03CUX05 Certificado escolar para “Estudiar es Trabajar”,Estudiar es Trabajar,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-8um7f0pe4d@b.m-1627921341488
CIU05CUX03 Parque Chas,Barrio Parque Chas,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-2b9f4cdb4d7910a@bm.com-1638296514311
TR03CUX09 Ruidos molestos provenientes de actividades comerciales e industriales,Ruidos molestos,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1566827477310
Notificación digital,Notificación digital,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-o77qljpm9e@b.m-1627918870030
EDU02CUX03 Apertura,Aprendé Programando,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1589206634878
CIU05CUX03 Villa Pueyrredón,Villa Pueyrredón,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-86f3a24a453b8a3@bm.com-1638540305388
TR04CUX11 Apertura,Casamientos 💍,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1561641844747
MIBA01CUX02 Explicación del proceso de Blanqueo,Blanqueo miBA,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-8v2y7jamlv@b.m-1649345563907
EDU01CUX03 Apertura,Becas Grierson 👩‍⚕️,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1552421598189
Certificación de datos,Certificación datos,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1561125605960
TR03CUX09 Residuos peligrosos,Residuos peligrosos,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1566566369784
ED04CUX18 Apertura,Apoyo escolar,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-pmhhuf3j3k@b.m-1671735561391
TR02CUX14 Defunción,Partida de defunción,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-za1zr7xnpj@b.m-1690480647690
SUA01CUX17 Apertura,Tapar grafiti,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-tlik1rr5yt@b.m-1681847901129
SA01CUX06 Turnos,Turno COVID-19 💉,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-97sgfb9te9@b.m-1647888272464
TR03CUX12 Cambio de arrendatario y actualización de datos,Titular de sepultura,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1569874423657
SA11CUXO1 Síntomas,Síntomas Dengue,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1585922265065
MA01CUX01 Superapertura,Mascotas,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1575401706714
CO13CUX03 Apertura,BA Te Recibe,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-a0j0a9fmak@b.m-1681998183756
CIU05CUX03 Coghlan,Barrio de Coghlan,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-e3c02f6a48ab8a7@bm.com-1637678085747
CU03CUX02 Apertura,Cultura Abierta,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-xtozdilrvg@b.m-1628255771185
DEC03CUX01 Apertura,Patrocinio BA,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-mmhacpjq36@b.m-1674678758998
GE01CUX01 Apertura,Contención familiar,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1589383626504
CIU05CUX03 San Nicolás,Barrio San Nicolás,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-6ebb422349aab00@bm.com-1638385310735
DH01CUX05 Superapertura Asistencia Social,Asistencia Social,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-i9ncjk26o2@b.m-1688663823043
Apertura - Becas progresar,Becas Progresar,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1560950974920
TR03CUX09 Impacto acústico,Impacto acústico,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1561564569888
Vacunación Covid-19 (Apertura) > Sobre la vacuna* Response > Sinopharm * Response,Sinopharm,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-8cc9310a49e8ef1@bm.com-1617048529575
INN01CUX01 Apertura,BA Gaming,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-afcns8mcoz@b.m-1686774825622
DDHH03CUX04 Apertura,Defensorías Zonales,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1559588314945
TRA04CUX17   Apertura,Ciudadanía Porteña,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-fernando@botmaker.com-1536071187112-2806
VI01CUX05 Apertura,Viviendas +65 🧓,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-eglfg2sf2s@b.m-1683048130029
TR01CUX11 Apertura,DDJJ Administradores,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-vlp9adlruz@b.m-1646251163995
"TR03CUX08 Solicitud de duplicado del libro de actas por extravío, robo, hurto o agotamiento",AGC: Duplicar libro,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1573675110354
COY08CUX01 Apertura,Obras en la Ciudad,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-bhkkn3c116@b.m-1657198543518
CIU05CUX03 Constitución,Barrio Constitución,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-c30238ce4668447@bm.com-1637689547195
Apertura | Certificado de residencia precaria,Residencia precaria,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1562764710399
TR04CUX41 Mi argentina,Mi Argentina,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-yh7gflhz5b@b.m-1665081992712
CIU05CUX03 Puerto Madero,Puerto Madero,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-5e3463554a0b778@bm.com-1638370471490
TR04CUX32  Sedes pasaporte,Sedes pasaporte,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-km7rdimef2@b.m-1681739508978
CU09CUX02 Apertura,Cementerios en BA,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1574861782802
EDU03CUX08 Necesito ayuda,Orientación docente,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-na2gy1r5n5@b.m-1661539948334
CIU05CUX03 Retiro,Barrio de Retiro,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-3cc0630b4deb3d0@bm.com-1638381388190
EDU02CUX05 Apertura,Creá Tu Futuro 📚,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-tv28y65b8d@b.m-1667829946485
GA02CUX01 BA Market,BA Market,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-rf8gipv9tp@b.m-1649869735289
EDU07CUX01  Apertura,Biblioteca digital,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-0decbf38423ab7a@bm.com-1636577239822
TR03CUX09 Mapa de Ruido,Mapa de Ruido,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-qqhdturvpl@b.m-1640116592151
TU03CUX01 River Plate,El Monumental,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-dadb87f64709271@bm.com-1645806314926
EP01CUX01 Ciudad verde,Ciudad Verde ♻️,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-67f1f5fc47db331@bm.com-1637080316259
DH03CUX01 Apertura,Discapacidad,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-danielalallopizzo@botmaker.io-1600453091512
Participación ciudadana,Participación 🤝,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1550245244673
TR03CUX08 Registro de capacitadores de manipuladores de alimentos,AGC: Capacitadores,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1573674427189
SA01CUX06 Me vacuné afuera,Me vacuné afuera,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-bnj9851ssa@b.m-1639504420845
CU09CUX04 Apertura,Jardín Japonés,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1578945595331
EDU01CUX02 Apertura,Becas nivel superior,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1552418755969
TR01CUX19 Apertura,Certif. Convivencia,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ju17hpdct4@b.m-1643305020947
TR01CUX02  Apertura,Plano de obra,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-2sv0bacbdn@b.m-1647282687973
TR03CUX05 Orientación sobre líneas de subsidio industrias culturales,Subsidios en diseño,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1575398057734
Apertura | Resolver Ubicación | Búsqueda de Farmacias,Buscar farmacias 💊,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ruben@botmaker.io-1587398422373
CU01CUX02 Museo Larreta,Museo Larreta,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-fec672004bc8ce9@bm.com-1623861395544
CIU05CUX03 Liniers,Barrio de Liniers,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-8a1970a943893ad@bm.com-1638212105367
TR03CUX09 Residuos patogénicos,Residuos patogénicos,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1566827285598
SA07CUX01 Anticonceptivos,Anticonceptivos,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1586187648863
Apertura | Certificado de Aptitud Ambiental,Aptitud Ambiental,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-fernando@botmaker.com-1536071187110-3936
EP04CUX01 Apertura sin registro,Ecopuntos,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-u86oog0wtx@b.m-1689860783748
SE02CUX03 Apertura,Estafas automotor 🚗,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-u0ijdpqdkk@b.m-1682706965652
BOT06CUX01 Random Trabalenguas,Trabalenguas,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-0jmelnejk1@b.m-1662561232560
DEC05CUX01 Apertura,Empresas y negocios,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-828x4pt7be@b.m-1689868410974
MO03CUX01 Línea H 🟡 (horarios),Horarios Línea H 🟡,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-k2sla8xtji@b.m-1689879193215
CU00CUX01 Agenda cultural,Agenda cultural,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-g1z57wj8t2@b.m-1648833870844
Salud mental * Response,Salud Mental ☎️,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1589567178880
CU09CUX01 25 de Mayo,CC 25 de Mayo,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-dpb797c3oh@b.m-1628257267236
MO05CUX02 Apertura,Licencia de conducir,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1576164544116
Asiento de la defunción en la libreta de matrimonio *Apertura,Inscribir defunción,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-5e9684f24f08d9f@bm.com-1630678909457
TR03CUX05 Uso de biblioteca del docente y préstamos,Biblioteca docente,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1575401321536
TU03CUX09 Apertura,Planetario,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1546885823000
DH10CUX01 Apertura,Trámites AFIP 🧑‍💻,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-7rgsurov1v@b.m-1693591165403
¿Cómo saco un turno para el trámite Mesa de Entradas - Entrega Certificado de Aptitud Ambiental (APRA)?,Certificado APRA,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-fernando@botmaker.com-1536001582415-3351
MO04CUX05 Denunciar Punto SUBE,Denunciar Punto SUBE,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1573236268885
TR03CUX05 Cursos especiales,Cursos especiales,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1575397818021
TR04CUX02 Reposición,Reposición DNI,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-fernando@botmaker.com-1536203499962-6867
MO03CUX01 Apertura,Subte 🚇,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-4jq4evu9md@b.m-1689858661204
CIU05CUX03 Villa Luro,Barrio de Villa Luro,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-c1cff7014e5b649@bm.com-1638471583211
CU03CUX07 Apertura,Pase cultural,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-y1bfmxtsi9@b.m-1679066852587
GE03CUX02 Apertura,Calendario de género,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-tt7geu76vd@b.m-1665511766737
MO04CUX01 Hacer la VTV,Hacer la VTV,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-dk6a2yx7qp@b.m-1652382157165
EDU02CUX06 Apertura,Curso de inglés IT💻,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-8gtg9onw9u@b.m-1671739036553
TR03CUX08 Solicitud de Análisis de Alimentos Libres de Gluten,Análisis de gluten,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1573673006785
TR01CUX10 Apertura,Copia de plano,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-jownwhz03u@b.m-1646250550068
CU01CUX02 Torre Monumental,Torre Monumental,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-hxub9eh1mt@b.m-1641305179069
CIU03CUX04 Apertura,Información pública,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1560952859813
CU00CUX01 Super Apertura,Cultura en la Ciudad,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-vh00vduatt@b.m-1648832940893
CO10CUX02 Apertura contingencia,Elecciones 2023 🗳️,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-la4fmdld8h@b.m-1700661410309
CIU03CUX03 Apertura,Gobierno Abierto,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1544533152007
CU10CUX01 Apertura,Casco Histórico,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-rjmaoa6kdf@b.m-1686334310126
Inscripción del Nacimiento *Apertura,Inscribir bebé,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1592312928967
ED03CUX05 Carreras,Carreras UniCABA,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1595270815289
CIU05CUX03 Villa General Mitre,Villa General Mitre,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-f13ee1ee4009083@bm.com-1638469550264
DH01CUX01 Apertura,Atención social,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-potlvo4vsu@b.m-1648492116226
Actos de corrupción de agentes de la administración,Denunciar corrupción,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1574796078321
TR04CUX32  Errores en pasaporte,Errores en pasaporte,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ouh2tq349h@b.m-1681739581577
SUA01CUX13 Apertura,Reportar fachada,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-d5ko3p8ciw@b.m-1652109752959
OB05CUX02 Permiso demolición,Permiso demolición,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-rgr6gmuem9@b.m-1655817496350
Línea 102 *Apertura,Línea 102 ☎️,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ruben@botmaker.io-1595610875404
VI01CUX01 Trabajar en el IVC,Trabajar en el IVC,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1540581298733
AGC02CUX03 Apertura,Manipular Alimentos,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-1c9irpgkci@b.m-1656445682077
CU02CUX01 Teatro San Martín,Teatro San Martín,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1572962583284
CIU03CUX06 Apertura,Compromisos BA,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-wcz27jsc9n@b.m-1662390210244
AGC02CUX01 Apertura,Ascensores,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1547569444039
CIU05CUX03 Barrio Vélez Sarsfield,Barrio Vélez,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-105c824b46bac0c@bm.com-1638549729518
TR03CUX07 Apertura Inscripción en el Registro Único de Instituciones Deportivas (RUID),Inst. Deportivas,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1572964057959
CIU05CUX03 Palermo,Barrio de Palermo,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-7b710a164939ffa@bm.com-1638294022802
TR01CUX06 Apertura,Adecuación precios,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-svfni2p5wq@b.m-1642443027013
EM03CUX01 Apertura,Empleo Joven,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-eft71lpdbg@b.m-1687788054131
TR01CUX09 Apertura,Certif. Catastral,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-do8xnx667z@b.m-1646249825285
GE01CUX03 Apertura,Acoso callejero,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1540212470365
SUA01CUX20 Apertura,Electricidad y agua,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-pj1bitjfrs@b.m-1691688672110
EP02CUX02 Apertura Corta,Limpieza Vía Pública,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-15lo2hlink@b.m-1696945245114
SA07CUX01 Aborto legal,Aborto legal,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-b3wfph8kkn@b.m-1657716547805
TR01CUX08 Apertura,Institución Activa,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-luwam1gge0@b.m-1642193485614
AG01CUX01 Apertura,AGIP,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-dario@botmaker.io-1592973735871
TR03CUX05 Presentación de proyectos en Incubate,Programa IncuBAte,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-guadalupe@botmaker.io-1575398072730
CU02CUX02 Apertura,Teatro Colón,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-ferjuan@botmaker.io-1563553458793
CU01CUX02 Qué museos hay,¿Qué museos hay?,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-8e0744724fe9f72@bm.com-1623854694095
SA02CUX01 Quiero testearme,Test COVID-19,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-9q6gzhtnyy@b.m-1670945368359
MO08CUX01 TelePASE con CUD,TelePASE con CUD ♿,RuleBuilder:PLBWX5XYGQ2B3GP7IN8Q-568398814bd83f4@bm.com-1616777559429
