Active	Topic path	Topic	Topic keywords	ID	Name	Triggers	Keywords	Bot Says	Variables	Tags
true				GabiBot:00CCH1UBYYK82D1QDIH3:GENERATIVE_CHATBOT_RESPONSE_INTENT	"Generative Chatbot Response Intent"	""	""	"Por favor, aguarda unos segundos...\tConsulta en proceso, espera unos segundos...\tConsultando base de conocimiento, aguarda unos segundos...\tObteniendo una respuesta, espera unos segundos...\r\nTemas relacionados ??"	[]	[]
true				GabiBot-dafcd38e467a2dd@bm.com-1624043884517	"video"	""	""	""	[]	[]
true				GabiBot:2A18P0WWJMC0IMG66HKR:CLOSE_CONVERSATION	"Cerrar conversación"	""	""	""	[]	[]
true				GabiBot:5V7XMND8ELUNREY2B8D6:USER_WAS_ASSIGNED_TO_AGENT	"Usuario asignado a agente"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:2A18P0WWJMC0IMG66HKR:LOCATION_SENT	"El usuario ha enviado una ubicación"	""	""	""	[]	[]
true				GabiBot-gabi@botmaker.io-1577969567668	"test hacer"	"no se que hacer con esta intencion"	""	"texto hacer"	[]	[]
true				GabiBot-KW2X2iOlwCma0rezm34z@b.m-1756158886353	"Insultos "	""	""	"Entiendo que puedas sentir frustración. Estoy aquí para ayudarte de la mejor manera."	[]	[]
true				GabiBot:H5RRDAIFZXUJQVH7KWI3:CONTACT_SENT	"El usuario ha enviado un contacto"	""	""	""	[]	[]
true				GabiBot:GWVVDGT6YC3PX68WKBIC:CONTACT_SENT	"El usuario ha enviado un contacto"	""	""	""	[]	[]
true				GabiBot:6NVRYSC2XRNCJIVY5F7Y:ASSIGN_USER_TO_BOT	"Usuario asignado a chatbot"	""	""	""	[]	[]
true				GabiBot:BW5C4427UH3KQ62XTNMY:GREETING	"Saludo"	"hola\r\ncomo va?\r\nbuen dia\r\nbuenas tardes\r\nbuenas noches"	""	""	[]	[]
true				GabiBot:LZHQR4GVNOQW70PLBICR:FIRST_MESSAGE	"Mensaje inicial"	""	""	"¡Bienvenido a Gabi Bot! varias veces\r\n¡Bienvenido a Gabi Bot! varias veces\r\nBienvenido primera vez\r\nprevi\r\nhola test ${lastUserSentence}"	[]	[]
true				GabiBot-gabi@botmaker.io-1596745746405	"test_log"	"test_log"	""	"fin intent"	[]	[]
true				GabiBot:WNPE77IR80EXM8HIHVAU:LOCATION_SENT	"El usuario ha enviado una ubicación"	""	""	""	[]	[]
true				GabiBot:48KNZNKIZFMDI8RY6SR5:CLIENT_ACTION_ERROR	"Problema al ejecutar Acciones de Código"	""	""	"Hubo un problema procesando su pedido, por favor, intentelo de nuevo más tarde."	[]	[]
true				GabiBot-AuKzTzR8Wqvkoczw19yq@b.m-1756158886353	"¿Cómo estas?"	""	""	"¡Muy bien, gracias por preguntar! Estoy aquí para asistirte las 24 horas. ¿En qué puedo ayudarte hoy?"	[]	[]
true				GabiBot:H5RRDAIFZXUJQVH7KWI3:USER_ENCOUNTER_NO_AGENTS	"Sin agentes disponibles"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:2NCOBTIHVF257W8NW1SU:CONTACT_SENT	"El usuario ha enviado un contacto"	""	""	""	[]	[]
true				GabiBot:MASTER:END_MEETING	"Enviar mensaje de finalización de llamada"	""	""	""	[]	[]
true				GabiBot-gabi@botmaker.io-1602630561182	"test ubicacion"	"test_ubicacion"	""	"ubicacion\r\ntest ${bad}"	[bad]	[]
true				GabiBot:7H6SHTTL7LVCXJYFAO3F:USER_STARTS_WAITING_FOR_AGENT	"En espera de atención"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:WNPE77IR80EXM8HIHVAU:DISAMBIGUATION_INTENT	"Mostrar opciones ambiguas"	""	""	"Encontré varios temas al respecto. ¿Estás queriendo decir algo de esto?"	[]	[]
true				GabiBot:B2C7J886MX7NNJHCKK1D:USER_WAS_ASSIGNED_TO_AGENT	"Usuario asignado a agente"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:VDMG2LY4JLF8MXJP8POG:RUN_ALWAYS	"Ejecutar siempre"	""	""	""	[]	[]
true				GabiBot-gabi@botmaker.io-1577727765204	"test negrita"	"test_negrita"	""	"*Esto es un texto*. Otra cosa"	[]	[]
true				GabiBot:NRZBDV1K8YYI2WWSXLOX:RUN_ALWAYS	"Ejecutar siempre"	""	""	""	[]	[]
true				GabiBot:YCW42MABYIF77MMD7DRI:USER_STARTS_WAITING_FOR_AGENT	"En espera de atención"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:QRKJLXNDGM4VJA2ZXXKL:CLIENT_ACTION_ERROR	"Problema al ejecutar Acciones de Código"	""	""	"Hubo un problema procesando su pedido, por favor, intentelo de nuevo más tarde."	[]	[]
true				GabiBot:BW5C4427UH3KQ62XTNMY:GENERATIVE_CHATBOT_RESPONSE_INTENT	"Generative Chatbot Response Intent"	""	""	"Por favor, aguarda unos segundos...\tConsulta en proceso, espera unos segundos...\tConsultando base de conocimiento, aguarda unos segundos...\tObteniendo una respuesta, espera unos segundos...\r\nTemas relacionados ??"	[]	[]
true				GabiBot:75WLOCD4WQB03JOV2EP2:CONTACT_SENT	"El usuario ha enviado un contacto"	""	""	""	[]	[]
true				GabiBot:XVUN8P86GBXL5S6D5ZRL:ASSIGN_USER_TO_BOT	"Usuario asignado a chatbot"	""	""	""	[]	[]
true				GabiBot:WNPE77IR80EXM8HIHVAU:CLIENT_ACTION_ERROR	"Problema al ejecutar Acciones de Código"	""	""	"Hubo un problema procesando su pedido, por favor, intentelo de nuevo más tarde."	[]	[]
true				GabiBot-670d34384d3af09@bm.com-1610459968236	"test entidad"	"test_entidad"	""	"decime de q provincia sos?\r\nresultado ${test}"	[test]	[]
true				GabiBot:BW5C4427UH3KQ62XTNMY:DISAMBIGUATION_INTENT	"Mostrar opciones ambiguas"	""	""	"Encontré varios temas al respecto. ¿Estás queriendo decir algo de esto?"	[]	[]
true				GabiBot-a4iglPsyFpxtqgl7t4o4@b.m-1756158886353	"Si"	""	""	"bien, te repetiré las opciones"	[]	[]
true				GabiBot:GWVVDGT6YC3PX68WKBIC:GENERATIVE_CHATBOT_RESPONSE_INTENT	"Generative Chatbot Response Intent"	""	""	"Por favor, aguarda unos segundos...\tConsulta en proceso, espera unos segundos...\tConsultando base de conocimiento, aguarda unos segundos...\tObteniendo una respuesta, espera unos segundos...\r\nTemas relacionados ??"	[]	[]
true				GabiBot-gabi@botmaker.io-1602773319980	"    algooo    44   "	""	""	"rrr"	[]	[]
true				GabiBot:NRZBDV1K8YYI2WWSXLOX:USER_WAS_ASSIGNED_TO_AGENT	"Usuario asignado a agente"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:MASTER:START_AUDIO_MEETING	"Enviar invitación para llamada de voz"	""	""	""	[]	[]
true				GabiBot:GWVVDGT6YC3PX68WKBIC:USER_STARTS_WAITING_FOR_AGENT	"En espera de atención"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:5V7XMND8ELUNREY2B8D6:USER_ENCOUNTER_NO_AGENTS	"Sin agentes disponibles"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:IMGXAJBIVGWTDOFP41H7:CONTACT_SENT	"El usuario ha enviado un contacto"	""	""	""	[]	[]
true				GabiBot:5V7XMND8ELUNREY2B8D6:GREETING	"Saludo"	"hola\r\ncomo va?\r\nbuen dia\r\nbuenas tardes\r\nbuenas noches"	""	"¡Hola${isEmpty(firstName)?then('', ' ' + firstName)}! Bienvenido a Gabi Bot\tOk!\t;)"	[]	[]
true				GabiBot:ADUP6MA4IFXYMRI8TU1D:GENERATIVE_CHATBOT_RESPONSE_INTENT	"Generative Chatbot Response Intent"	""	""	"Por favor, aguarda unos segundos...\tConsulta en proceso, espera unos segundos...\tConsultando base de conocimiento, aguarda unos segundos...\tObteniendo una respuesta, espera unos segundos...\r\nTemas relacionados ??"	[]	[]
true				GabiBot:5V7XMND8ELUNREY2B8D6:RUN_ALWAYS	"Ejecutar siempre"	""	""	""	[]	[]
true				GabiBot:2NCOBTIHVF257W8NW1SU:RUN_ALWAYS	"Ejecutar siempre"	""	""	""	[]	[]
true				GabiBot-gabi@botmaker.io-1580739853761	"Test queue 2"	"test_queue_2"	""	"asignado a ${queueID}"	[]	[]
true				GabiBot:EXPXS52N66BSQ1G38C7Z:USER_STARTS_WAITING_FOR_AGENT	"En espera de atención"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:B2C7J886MX7NNJHCKK1D:GENERATIVE_CHATBOT_RESPONSE_INTENT	"Generative Chatbot Response Intent"	""	""	"Por favor, aguarda unos segundos...\tConsulta en proceso, espera unos segundos...\tConsultando base de conocimiento, aguarda unos segundos...\tObteniendo una respuesta, espera unos segundos...\r\nTemas relacionados ??"	[]	[]
true				GabiBot:XVUN8P86GBXL5S6D5ZRL:USER_STARTS_WAITING_FOR_AGENT	"En espera de atención"	""	""	"Por favor aguarda. Pronto un agente se contactara contigo"	[]	[]
false				GabiBot:QG1MTK8TWBCBD0JBMSW2:RUN_ON_MUTED_BOT_OPERATOR	"Acciones cuando el bot asignado esta muteado"	""	""	""	[]	[]
true				GabiBot-AL1mGWjAFMv3xkrw0vyd@b.m-1756158886353	"Gratitud"	""	""	"De nada."	[]	[]
true				GabiBot:H5RRDAIFZXUJQVH7KWI3:LOCATION_SENT	"El usuario ha enviado una ubicación"	""	""	""	[]	[]
true				GabiBot:2A18P0WWJMC0IMG66HKR:USER_STARTS_WAITING_FOR_AGENT	"En espera de atención"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:2NCOBTIHVF257W8NW1SU:CLIENT_ACTION_ERROR	"Problema al ejecutar Acciones de Código"	""	""	"Hubo un problema procesando su pedido, por favor, intentelo de nuevo más tarde."	[]	[]
true				GabiBot:H5RRDAIFZXUJQVH7KWI3:USER_WAS_ASSIGNED_TO_AGENT	"Usuario asignado a agente"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:YCW42MABYIF77MMD7DRI:GENERATIVE_CHATBOT_RESPONSE_INTENT	"Generative Chatbot Response Intent"	""	""	"Por favor, aguarda unos segundos...\tConsulta en proceso, espera unos segundos...\tConsultando base de conocimiento, aguarda unos segundos...\tObteniendo una respuesta, espera unos segundos...\r\nTemas relacionados ??"	[]	[]
true				GabiBot:6NVRYSC2XRNCJIVY5F7Y:CONTACT_SENT	"El usuario ha enviado un contacto"	""	""	""	[]	[]
true				GabiBot:EXPXS52N66BSQ1G38C7Z:FIRST_MESSAGE	"Mensaje inicial"	""	""	""	[]	[]
true				GabiBot:MASTER_BOT_MAIN_INTENT	""	""	""	""	[]	[]
true				GabiBot:MASTER:MP_PAYMENT_URL	"Enviar Link de MercadoPago"	""	""	"El link de MercadoPago es ${mpPaymentUrl}"	[]	[]
true				GabiBot:QRKJLXNDGM4VJA2ZXXKL:CLOSE_CONVERSATION	"Cerrar conversación"	""	""	""	[]	[]
true				GabiBot-gabi@botmaker.io-1568058323318	"Test clear chat"	"clear_chat"	""	"tstteaa"	[]	[]
true				GabiBot-WnEkR1wIZosemwi5gu5e@b.m-1756158886353	"Opción 2"	""	""	"Esta es la opción 2"	[]	[]
true				GabiBot:WNPE77IR80EXM8HIHVAU:USER_ENCOUNTER_NO_AGENTS	"Sin agentes disponibles"	""	""	"En este momento no estamos atendiendo. Por favor inténtalo más tarde"	[]	[]
true				GabiBot-gabi@botmaker.com-1725042922205-3578	"update_vars_with_ssff_data"	""	""	""	[]	[]
true				GabiBot:2NCOBTIHVF257W8NW1SU:USER_STARTS_WAITING_FOR_AGENT	"En espera de atención"	""	""	"Por favor aguarda. Pronto un agente se contactara contigo"	[]	[]
true				GabiBot-ignacio@botmaker.io-1584033986346	"pruebas customers"	"taguear"	""	"good bad?"	[dummyData, good, bad, bad, good, ugly]	[]
true				GabiBot:B2C7J886MX7NNJHCKK1D:USER_ENCOUNTER_NO_AGENTS	"Sin agentes disponibles"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:7H6SHTTL7LVCXJYFAO3F:GENERATIVE_CHATBOT_RESPONSE_INTENT	"Generative Chatbot Response Intent"	""	""	"Por favor, aguarda unos segundos...\tConsulta en proceso, espera unos segundos...\tConsultando base de conocimiento, aguarda unos segundos...\tObteniendo una respuesta, espera unos segundos...\r\nTemas relacionados ??"	[]	[]
true				GabiBot-c935aa96415bf77@bm.com-1624648910722	"hold"	"hold"	""	"fff"	[]	[]
true				GabiBot:YCW42MABYIF77MMD7DRI:CONTACT_SENT	"El usuario ha enviado un contacto"	""	""	""	[]	[]
true				GabiBot:XVUN8P86GBXL5S6D5ZRL:USER_WAS_ASSIGNED_TO_AGENT	"Usuario asignado a agente"	""	""	"En este momento comienzas a ser atendido por un representante"	[]	[]
true				GabiBot:QG1MTK8TWBCBD0JBMSW2:GENERATIVE_CHATBOT_RESPONSE_INTENT	"Generative Chatbot Response Intent"	""	""	"Por favor, aguarda unos segundos...\tConsulta en proceso, espera unos segundos...\tConsultando base de conocimiento, aguarda unos segundos...\tObteniendo una respuesta, espera unos segundos...\r\nTemas relacionados ??"	[]	[]
true				GabiBot:GIFVDQ1JQXF3ANVI8BWH:FIRST_MESSAGE	"Mensaje inicial"	""	""	""	[]	[]
true				GabiBot-gabi@botmaker.io-1577991378313	"test spread 2"	"test_spread_2"	""	""	[dummyData]	[]
true				GabiBot:XVUN8P86GBXL5S6D5ZRL:LOCATION_SENT	"El usuario ha enviado una ubicación"	""	""	""	[]	[]
true				GabiBot:GIFVDQ1JQXF3ANVI8BWH:ASSIGN_USER_TO_BOT	"Usuario asignado a chatbot"	""	""	""	[]	[]
true				GabiBot:QRKJLXNDGM4VJA2ZXXKL:USER_ENCOUNTER_NO_AGENTS	"Sin agentes disponibles"	""	""	"En este momento no estamos atendiendo. Por favor inténtalo más tarde"	[]	[]
true				GabiBot:EXPXS52N66BSQ1G38C7Z:ASSIGN_USER_TO_BOT	"Usuario asignado a chatbot"	""	""	""	[]	[]
true				GabiBot:2NCOBTIHVF257W8NW1SU:USER_WAS_ASSIGNED_TO_AGENT	"Usuario asignado a agente"	""	""	"En este momento comienzas a ser atendido por un representante"	[]	[]
false				GabiBot-gabi@botmaker.io-1569009361144	"Test regex failed 2"	"medios de pago ${soatdigital}\r\nconcat_text"	""	"otro regex\r\ntexto ${dummyData}"	[attachment, hola222, dummyData]	[]
true				GabiBot-gabi@botmaker.io-1580738605646	"test entitdad"	"test_entity"	""	"preg\r\nvalido ${tabId}"	[tabId]	[]
true				GabiBot:whatsapp_RESPONSES	"Respuestas específicas para Whatsapp"	""	""	"Escribe la letra de la opción seleccionada"	[]	[]
true				GabiBot:XVUN8P86GBXL5S6D5ZRL:CLIENT_ACTION_ERROR	"Problema al ejecutar Acciones de Código"	""	""	"Hubo un problema procesando su pedido, por favor, intentelo de nuevo más tarde."	[]	[]
true				GabiBot:GWVVDGT6YC3PX68WKBIC:FIRST_MESSAGE	"Mensaje inicial"	""	""	""	[]	[]
true				GabiBot-c7d11ea541388ff@bm.com-1621901591411	"CA Snippets"	"ca_snippets"	""	"Ejemplo de snippets"	[]	[]
true				GabiBot:QG1MTK8TWBCBD0JBMSW2:USER_WAS_ASSIGNED_TO_AGENT	"Usuario asignado a agente"	""	""	"En este momento comienzas a ser atendido por un representante"	[]	[]
true				GabiBot:N75SQMWCFO1XV071OKJJ:ONHOLD_ENDS	"Ha terminado el estado de espera del chat"	""	""	""	[]	[]
true				GabiBot:VDMG2LY4JLF8MXJP8POG:CONTACT_SENT	"El usuario ha enviado un contacto"	""	""	""	[]	[]
true				GabiBot-4hyfkq8m8h@b.m-1742221909825	"botoncopiar9917832"	""	""	""	[]	[]
true				GabiBot:WNPE77IR80EXM8HIHVAU:GENERATIVE_CHATBOT_RESPONSE_INTENT	"Generative Chatbot Response Intent"	""	""	"Por favor, aguarda unos segundos...\tConsulta en proceso, espera unos segundos...\tConsultando base de conocimiento, aguarda unos segundos...\tObteniendo una respuesta, espera unos segundos...\r\nTemas relacionados ??"	[]	[]
true				GabiBot:2A18P0WWJMC0IMG66HKR:RUN_ALWAYS	"Ejecutar siempre"	""	""	""	[]	[]
true				GabiBot:5V7XMND8ELUNREY2B8D6:LOCATION_SENT	"El usuario ha enviado una ubicación"	""	""	""	[]	[]
true				GabiBot:P2E6NCZP32P2IG7EPNBA:USER_STARTS_WAITING_FOR_AGENT	"En espera de atención"	""	""	"Por favor aguarda. Pronto un agente se contactara contigo"	[]	[]
true				GabiBot:6NVRYSC2XRNCJIVY5F7Y:GENERATIVE_CHATBOT_RESPONSE_INTENT	"Generative Chatbot Response Intent"	""	""	"Por favor, aguarda unos segundos...\tConsulta en proceso, espera unos segundos...\tConsultando base de conocimiento, aguarda unos segundos...\tObteniendo una respuesta, espera unos segundos...\r\nTemas relacionados ??"	[]	[]
true				GabiBot:ADUP6MA4IFXYMRI8TU1D:FIRST_MESSAGE	"Mensaje inicial"	""	""	"¡Bienvenido a Gabi Bot!\r\n¡Hola${isEmpty(firstName)?then('', ' ' + firstName)}! Bienvenido a Gabi Bot"	[]	[]
true				GabiBot:IMGXAJBIVGWTDOFP41H7:USER_WAS_ASSIGNED_TO_AGENT	"Usuario asignado a agente"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot-cca76b04490b2f9@bm.com-1623025910823	"AUDI1"	""	""	"gagaga1111"	[]	[]
true				GabiBot:2A18P0WWJMC0IMG66HKR:CONTACT_SENT	"El usuario ha enviado un contacto"	""	""	""	[]	[]
true				GabiBot:P2E6NCZP32P2IG7EPNBA:ONHOLD_ENDS	"Ha terminado el estado de espera del chat"	""	""	""	[]	[]
true				GabiBot:IMGXAJBIVGWTDOFP41H7:GREETING	"Saludo"	"hola\r\ncomo va?\r\nbuen dia\r\nbuenas tardes\r\nbuenas noches"	""	"¡Hola${isEmpty(firstName)?then('', ' ' + firstName)}! Bienvenido a Gabi Bot\tOk!\t;)"	[]	[]
true				GabiBot:WNPE77IR80EXM8HIHVAU:USER_STARTS_WAITING_FOR_AGENT	"En espera de atención"	""	""	"Por favor aguarda. Pronto un agente se contactara contigo"	[]	[]
true				GabiBot:QG1MTK8TWBCBD0JBMSW2:RUN_ALWAYS	"Acciones previas a cada mensaje"	""	""	""	[]	[]
true				GabiBot:QRKJLXNDGM4VJA2ZXXKL:USER_WAS_ASSIGNED_TO_AGENT	"Usuario asignado a agente"	""	""	"En este momento comienzas a ser atendido por un representante"	[]	[]
true				GabiBot:NRZBDV1K8YYI2WWSXLOX:CONTACT_SENT	"El usuario ha enviado un contacto"	""	""	""	[]	[]
true				GabiBot:48KNZNKIZFMDI8RY6SR5:RUN_ALWAYS	"Ejecutar siempre"	""	""	""	[]	[]
true				GabiBot:P2E6NCZP32P2IG7EPNBA:GREETING	"Saludo"	"hola\r\ncomo va?\r\nbuen dia\r\nbuenas tardes\r\nbuenas noches"	""	""	[]	[]
true				GabiBot:EXPXS52N66BSQ1G38C7Z:GENERATIVE_CHATBOT_RESPONSE_INTENT	"Generative Chatbot Response Intent"	""	""	"Por favor, aguarda unos segundos...\tConsulta en proceso, espera unos segundos...\tConsultando base de conocimiento, aguarda unos segundos...\tObteniendo una respuesta, espera unos segundos...\r\nTemas relacionados ??"	[]	[]
true				GabiBot:ADUP6MA4IFXYMRI8TU1D:CLOSE_CONVERSATION	"Cerrar conversación"	""	""	""	[]	[]
true				GabiBot:ADUP6MA4IFXYMRI8TU1D:CLIENT_ACTION_ERROR	"Problema al ejecutar Acciones de Código"	""	""	"Hubo un problema procesando su pedido, por favor, intentelo de nuevo más tarde."	[]	[]
true				GabiBot:GIFVDQ1JQXF3ANVI8BWH:CLOSE_CONVERSATION	"Cerrar conversación"	""	""	""	[]	[]
true				GabiBot:CAYJERJ234OUJD0HZN4Z:FIRST_MESSAGE	"Mensaje inicial"	""	""	""	[]	[]
true				GabiBot:QG1MTK8TWBCBD0JBMSW2:USER_STARTS_WAITING_FOR_AGENT	"En espera de atención"	""	""	"Por favor aguarda. Pronto un agente se contactara contigo"	[]	[]
true				GabiBot:OG4ID2S8YSDPPFAPQ05F:USER_STARTS_WAITING_FOR_AGENT	"En espera de atención"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:MASTER:PAYMENT_FAILED	"Problemas en el pago"	""	""	"Hemos registrado un problema en el pago."	[]	[]
true				GabiBot:EXPXS52N66BSQ1G38C7Z:USER_WAS_ASSIGNED_TO_AGENT	"Usuario asignado a agente"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:75WLOCD4WQB03JOV2EP2:USER_ENCOUNTER_NO_AGENTS	"Sin agentes disponibles"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:LZHQR4GVNOQW70PLBICR:USER_WAS_ASSIGNED_TO_AGENT	"Usuario asignado a agente"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:GWVVDGT6YC3PX68WKBIC:ONHOLD_ENDS	"Ha terminado el estado de espera del chat"	""	""	""	[]	[]
true				GabiBot:VDMG2LY4JLF8MXJP8POG:LOCATION_SENT	"El usuario ha enviado una ubicación"	""	""	""	[]	[]
true				GabiBot:YCW42MABYIF77MMD7DRI:ONHOLD_ENDS	"Ha terminado el estado de espera del chat"	""	""	""	[]	[]
true				GabiBot:5V7XMND8ELUNREY2B8D6:CLOSE_CONVERSATION	"Cerrar conversación"	""	""	""	[]	[]
true				GabiBot:48KNZNKIZFMDI8RY6SR5:USER_ENCOUNTER_NO_AGENTS	"Sin agentes disponibles"	""	""	"En este momento no estamos atendiendo. Por favor inténtalo más tarde"	[]	[]
true				GabiBot-lucas@botmaker.com-1580758017845	"testcpf"	"testcpf"	""	"fin"	[cpf]	[]
true				GabiBot:48KNZNKIZFMDI8RY6SR5:LOCATION_SENT	"El usuario ha enviado una ubicación"	""	""	""	[]	[]
true				GabiBot:37ULNATFQ2AMLXB0ZSLF:USER_ENCOUNTER_NO_AGENTS	"Sin agentes disponibles"	""	""	"En este momento no estamos atendiendo. Por favor inténtalo más tarde"	[]	[]
true				GabiBot-gabi@botmaker.io-1577727108782	"test pills"	"test_pills"	""	""	[]	[]
true				GabiBot:P2E6NCZP32P2IG7EPNBA:GENERATIVE_CHATBOT_RESPONSE_INTENT	"Generative Chatbot Response Intent"	""	""	"Por favor, aguarda unos segundos...\tConsulta en proceso, espera unos segundos...\tConsultando base de conocimiento, aguarda unos segundos...\tObteniendo una respuesta, espera unos segundos...\r\nTemas relacionados ??"	[]	[]
true				GabiBot:QRKJLXNDGM4VJA2ZXXKL:LOCATION_SENT	"El usuario ha enviado una ubicación"	""	""	""	[]	[]
true				GabiBot-gabi@botmaker.io-1563983217294	"botton solo"	"botonsolo"	""	"boton"	[]	[]
true				GabiBot:2NCOBTIHVF257W8NW1SU:GENERATIVE_CHATBOT_RESPONSE_INTENT	"Generative Chatbot Response Intent"	""	""	"Por favor, aguarda unos segundos...\tConsulta en proceso, espera unos segundos...\tConsultando base de conocimiento, aguarda unos segundos...\tObteniendo una respuesta, espera unos segundos...\r\nTemas relacionados ??"	[]	[]
true				GabiBot-gabi@botmaker.io-1564199067617	"Test GPS ubicacion 2"	"ubicacion2"	""	"ubicacion pregunta\r\nlocation ${location}\r\nLocalizacion: ${location?matches(\"(.+?)/*(.+?);\")?groups[1]}"	[location]	[]
true				GabiBot:6NVRYSC2XRNCJIVY5F7Y:USER_WAS_ASSIGNED_TO_AGENT	"Usuario asignado a agente"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:2A18P0WWJMC0IMG66HKR:FIRST_MESSAGE	"Mensaje inicial"	""	""	""	[]	[]
true				GabiBot-gabi@botmaker.io-1566399515288	"INTENT 2"	"2 olá gostaria de mais informações sobre imóveis da tenda."	""	"[2] Olá! Gostaria de mais informações sobre imóveis da Tenda.2"	[]	[]
true				GabiBot:BW5C4427UH3KQ62XTNMY:USER_STARTS_WAITING_FOR_AGENT	"En espera de atención"	""	""	"Por favor aguarda. Pronto un agente se contactara contigo"	[]	[]
true				GabiBot:GIFVDQ1JQXF3ANVI8BWH:USER_WAS_ASSIGNED_TO_AGENT	"Usuario asignado a agente"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:37ULNATFQ2AMLXB0ZSLF:FIRST_MESSAGE	"Mensaje inicial"	""	""	"¡Bienvenido a Gabi Bot!\r\n¡Hola${isEmpty(firstName)?then('', ' ' + firstName)}! Bienvenido a Gabi Bot"	[]	[]
true				GabiBot:BW5C4427UH3KQ62XTNMY:CLIENT_ACTION_ERROR	"Problema al ejecutar Acciones de Código"	""	""	"Hubo un problema procesando su pedido, por favor, intentelo de nuevo más tarde."	[]	[]
true				GabiBot:48KNZNKIZFMDI8RY6SR5:FIRST_MESSAGE	"Mensaje inicial"	""	""	""	[]	[]
true				GabiBot:ADUP6MA4IFXYMRI8TU1D:ASSIGN_USER_TO_BOT	"Usuario asignado a chatbot"	""	""	""	[]	[]
true				GabiBot:ADUP6MA4IFXYMRI8TU1D:USER_STARTS_WAITING_FOR_AGENT	"En espera de atención"	""	""	"Por favor aguarda. Pronto un agente se contactara contigo"	[]	[]
true				GabiBot:ADUP6MA4IFXYMRI8TU1D:CONTACT_SENT	"El usuario ha enviado un contacto"	""	""	""	[]	[]
true				GabiBot-gabi@botmaker.io-1572298558275	"test nombre"	"test_nombre_pdf"	""	"entre pdf\r\nsali pdf"	[]	[]
true				GabiBot:GIFVDQ1JQXF3ANVI8BWH:USER_STARTS_WAITING_FOR_AGENT	"En espera de atención"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:7H6SHTTL7LVCXJYFAO3F:CLOSE_CONVERSATION	"Cerrar conversación"	""	""	""	[]	[]
true				GabiBot-gabi@botmaker.io-1568391131129	"test plata regex"	"efectivo"	"(efectivo)"	"test regext"	[]	[]
true				GabiBot:CAYJERJ234OUJD0HZN4Z:LOCATION_SENT	"El usuario ha enviado una ubicación"	""	""	""	[]	[]
true				GabiBot-Dw51udQdaSxhyt9qghbh@b.m-1756158886353	"Transferir con un agente"	""	""	"Perfecto, te estoy transfiriendo con un agente. Por favor, mantente en línea un momento."	[]	[]
true				GabiBot:00CCH1UBYYK82D1QDIH3:ASSIGN_USER_TO_BOT	"Usuario asignado a chatbot"	""	""	""	[]	[]
true				GabiBot:P2E6NCZP32P2IG7EPNBA:CONTACT_SENT	"El usuario ha enviado un contacto"	""	""	""	[]	[]
true				GabiBot:48KNZNKIZFMDI8RY6SR5:CONTACT_SENT	"El usuario ha enviado un contacto"	""	""	""	[]	[]
true				GabiBot:VDMG2LY4JLF8MXJP8POG:GENERATIVE_CHATBOT_RESPONSE_INTENT	"Generative Chatbot Response Intent"	""	""	"Por favor, aguarda unos segundos...\tConsulta en proceso, espera unos segundos...\tConsultando base de conocimiento, aguarda unos segundos...\tObteniendo una respuesta, espera unos segundos...\r\nTemas relacionados ??"	[]	[]
true				GabiBot:6NVRYSC2XRNCJIVY5F7Y:CLIENT_ACTION_ERROR	"Problema al ejecutar Acciones de Código"	""	""	"Te responderemos a la brevedad"	[]	[]
true				GabiBot:5V7XMND8ELUNREY2B8D6:ASSIGN_USER_TO_BOT	"Usuario asignado a chatbot"	""	""	""	[]	[]
true				GabiBot:QRKJLXNDGM4VJA2ZXXKL:RUN_ALWAYS	"Ejecutar siempre"	""	""	""	[]	[]
true				GabiBot:OG4ID2S8YSDPPFAPQ05F:ASSIGN_USER_TO_BOT	"Usuario asignado a chatbot"	""	""	""	[]	[]
true				GabiBot:N75SQMWCFO1XV071OKJJ:GREETING	"Saludo"	"hola\r\ncomo va?\r\nbuen dia\r\nbuenas tardes\r\nbuenas noches"	""	"¡Hola${isEmpty(firstName)?then('', ' ' + firstName)}! Bienvenido a Gabi Bot\tOk!\t;)"	[]	[]
